,code,FloatPopu,month
1551,11050,18819211.96,2021-04-01
1552,11060,17589172.1,2021-04-01
1553,11070,15824108.83,2021-04-01
1554,11080,19813404.57,2021-04-01
1555,11090,13495372.37,2021-04-01
1556,11100,12293349.8,2021-04-01
1557,11110,22994560.09,2021-04-01
1558,11120,19075947.91,2021-04-01
1559,11130,17986525.98,2021-04-01
1560,11140,25655496.63,2021-04-01
1561,11150,17435600.12,2021-04-01
1562,11160,26558783.57,2021-04-01
1563,11170,18840891.42,2021-04-01
1564,11180,11350886.1,2021-04-01
1565,11190,28258228.27,2021-04-01
1566,11200,17220505.7,2021-04-01
1567,11210,20584641.65,2021-04-01
1568,11220,34661744.39,2021-04-01
1569,11230,53041171.86,2021-04-01
1570,11240,39732307.66,2021-04-01
1571,11250,25198345.1,2021-04-01
1572,21000,341481.99,2021-04-01
1573,22000,246260.81,2021-04-01
1574,23010,865307.03,2021-04-01
1575,23020,99772.17,2021-04-01
1576,23030,760063.87,2021-04-01
1577,23040,804761.87,2021-04-01
1578,23050,1025462.07,2021-04-01
1579,23060,1579649.94,2021-04-01
1580,23070,994528.93,2021-04-01
1581,23080,1693351.06,2021-04-01
1582,23310,281977.86,2021-04-01
1583,23320,37121.9,2021-04-01
1584,24000,195427.19,2021-04-01
1585,25000,469695.42,2021-04-01
1586,26000,80417.0,2021-04-01
1587,29000,193367.68,2021-04-01
1588,31011,639723.49,2021-04-01
1589,31012,643983.89,2021-04-01
1590,31013,530319.36,2021-04-01
1591,31014,1031999.6,2021-04-01
1592,31021,2748682.82,2021-04-01
1593,31022,1265688.14,2021-04-01
1594,31023,4286120.55,2021-04-01
1595,31030,3494902.06,2021-04-01
1596,31041,1294525.93,2021-04-01
1597,31042,1831467.54,2021-04-01
1598,31050,5542453.55,2021-04-01
1599,31060,3678427.62,2021-04-01
1600,31070,582508.25,2021-04-01
1601,31080,334580.6,2021-04-01
1602,31091,652048.4,2021-04-01
1603,31092,760125.5,2021-04-01
1604,31101,5288402.24,2021-04-01
1605,31103,2171439.94,2021-04-01
1606,31104,1411627.76,2021-04-01
1607,31110,1377720.89,2021-04-01
1608,31120,2724671.31,2021-04-01
1609,31130,6132982.87,2021-04-01
1610,31140,304497.32,2021-04-01
1611,31150,1580220.64,2021-04-01
1612,31160,1066163.61,2021-04-01
1613,31170,761304.15,2021-04-01
1614,31180,5617719.37,2021-04-01
1615,31191,828785.99,2021-04-01
1616,31192,1570573.47,2021-04-01
1617,31193,1644280.66,2021-04-01
1618,31200,1991374.95,2021-04-01
1619,31210,568259.11,2021-04-01
1620,31220,323155.71,2021-04-01
1621,31230,3085332.01,2021-04-01
1622,31240,1698794.35,2021-04-01
1623,31250,1967755.78,2021-04-01
1624,31260,1379697.63,2021-04-01
1625,31270,810828.27,2021-04-01
1626,31280,359383.64,2021-04-01
1627,31350,123723.8,2021-04-01
1628,31370,558054.95,2021-04-01
1629,31380,950812.07,2021-04-01
1630,32000,1837496.2,2021-04-01
1631,33000,935564.96,2021-04-01
1632,34000,1456121.87,2021-04-01
1633,35000,449146.2,2021-04-01
1634,36000,273081.56,2021-04-01
1635,37000,461912.13,2021-04-01
1636,38000,231605.62,2021-04-01
1637,39000,349984.21,2021-04-01
1638,11010,20915497.06,2021-05-01
1639,11020,21372842.41,2021-05-01
1640,11030,16518051.52,2021-05-01
1641,11040,18297888.38,2021-05-01
1642,11050,19269843.17,2021-05-01
1643,11060,17793928.63,2021-05-01
1644,11070,16331576.66,2021-05-01
1645,11080,20029302.92,2021-05-01
1646,11090,13822118.3,2021-05-01
1647,11100,12654420.55,2021-05-01
1648,11110,23446498.63,2021-05-01
1649,11120,19638828.23,2021-05-01
1650,11130,18135392.6,2021-05-01
1651,11140,26356651.57,2021-05-01
1652,11150,17817719.45,2021-05-01
1653,11160,27032480.16,2021-05-01
1654,11170,19005909.08,2021-05-01
1655,11180,11286282.42,2021-05-01
1656,11190,28362843.71,2021-05-01
1657,11200,17434798.22,2021-05-01
1658,11210,20980931.75,2021-05-01
1659,11220,34598878.75,2021-05-01
1660,11230,53064928.72,2021-05-01
1661,11240,40513708.99,2021-05-01
1662,11250,25542119.08,2021-05-01
1663,21000,395358.33,2021-05-01
1664,22000,282710.84,2021-05-01
1665,23010,962442.18,2021-05-01
1666,23020,101045.85,2021-05-01
1667,23030,774857.76,2021-05-01
1668,23040,853918.36,2021-05-01
1669,23050,1063906.73,2021-05-01
1670,23060,1588001.02,2021-05-01
1671,23070,1025686.17,2021-05-01
1672,23080,1732163.15,2021-05-01
1673,23310,327887.24,2021-05-01
1674,23320,46745.93,2021-05-01
1675,24000,220480.18,2021-05-01
1676,25000,535029.13,2021-05-01
1677,26000,86845.59,2021-05-01
1678,29000,207187.73,2021-05-01
1679,31011,645886.9299999999,2021-05-01
1680,31012,664249.18,2021-05-01
1681,31013,550016.89,2021-05-01
1682,31014,1043562.06,2021-05-01
1683,31021,2684320.89,2021-05-01
1684,31022,1255451.3299999998,2021-05-01
1685,31023,4284572.5600000005,2021-05-01
1686,31030,3579202.23,2021-05-01
1687,31041,1310229.52,2021-05-01
1688,31042,1812214.0,2021-05-01
1689,31050,5589711.69,2021-05-01
1690,31060,3764712.72,2021-05-01
1691,31070,616818.36,2021-05-01
1692,31080,347772.67,2021-05-01
1693,31091,667456.79,2021-05-01
1694,31092,790518.13,2021-05-01
1695,31101,5538475.23,2021-05-01
1696,31103,2216719.74,2021-05-01
1697,31104,1505494.34,2021-05-01
1698,31110,1414127.65,2021-05-01
1699,31120,2782441.16,2021-05-01
1700,31130,6383702.26,2021-05-01
1701,31140,316504.41,2021-05-01
1702,31150,1638554.53,2021-05-01
1703,31160,1069645.38,2021-05-01
1704,31170,780483.83,2021-05-01
1705,31180,5831157.6,2021-05-01
1706,31191,871571.47,2021-05-01
1707,31192,1605555.91,2021-05-01
1708,31193,1679329.61,2021-05-01
1709,31200,2123585.94,2021-05-01
1710,31210,600083.19,2021-05-01
1711,31220,349217.7,2021-05-01
1712,31230,3197526.55,2021-05-01
1713,31240,1749853.52,2021-05-01
1714,31250,2038198.86,2021-05-01
1715,31260,1443772.11,2021-05-01
1716,31270,890485.51,2021-05-01
1717,31280,388396.88,2021-05-01
1718,31350,142929.33000000002,2021-05-01
1719,31370,623633.29,2021-05-01
1720,31380,1011145.16,2021-05-01
1721,32000,2128369.71,2021-05-01
1722,33000,1039439.99,2021-05-01
1723,34000,1617843.12,2021-05-01
1724,35000,537041.49,2021-05-01
1725,36000,306620.66000000003,2021-05-01
1726,37000,533454.83,2021-05-01
1727,38000,269643.7,2021-05-01
1728,39000,371816.19,2021-05-01
1729,11010,21010280.91,2021-06-01
1730,11020,22617552.16,2021-06-01
1731,11030,16760852.06,2021-06-01
1732,11040,18691337.81,2021-06-01
1733,11050,19125886.81,2021-06-01
1734,11060,17848191.22,2021-06-01
1735,11070,16118120.08,2021-06-01
1736,11080,20019449.04,2021-06-01
1737,11090,13748367.26,2021-06-01
1738,11100,12496556.23,2021-06-01
1739,11110,23446625.57,2021-06-01
1740,11120,19707918.24,2021-06-01
1741,11130,18243987.67,2021-06-01
1742,11140,26926039.99,2021-06-01
1743,11150,17653940.7,2021-06-01
1744,11160,26988842.57,2021-06-01
1745,11170,19281838.33,2021-06-01
1746,11180,11554039.99,2021-06-01
1747,11190,28910689.64,2021-06-01
1748,11200,17498821.92,2021-06-01
1749,11210,21100369.14,2021-06-01
1750,11220,35449206.4,2021-06-01
1751,11230,54794885.32,2021-06-01
1752,11240,40651120.98,2021-06-01
1753,11250,25863181.47,2021-06-01
1754,21000,383838.48,2021-06-01
1755,22000,252014.87,2021-06-01
1756,23010,927520.06,2021-06-01
1757,23020,101308.42,2021-06-01
1758,23030,772239.72,2021-06-01
1759,23040,834409.26,2021-06-01
1760,23050,1048151.74,2021-06-01
1761,23060,1612053.33,2021-06-01
1762,23070,1024021.37,2021-06-01
1763,23080,1751400.3,2021-06-01
1764,23310,287927.02,2021-06-01
1765,23320,43512.74,2021-06-01
1766,24000,200867.09,2021-06-01
1767,25000,496839.13,2021-06-01
1768,26000,85683.67,2021-06-01
1769,29000,199439.91,2021-06-01
1770,31011,640905.84,2021-06-01
1771,31012,659250.91,2021-06-01
1772,31013,536088.51,2021-06-01
1773,31014,1061227.37,2021-06-01
1774,31021,2715867.62,2021-06-01
1775,31022,1257845.74,2021-06-01
1776,31023,4409721.1,2021-06-01
1777,31030,3529290.36,2021-06-01
1778,31041,1318906.48,2021-06-01
1779,31042,1858295.3,2021-06-01
1780,31050,5599967.19,2021-06-01
1781,31060,3741782.15,2021-06-01
1782,31070,600263.07,2021-06-01
1783,31080,339343.99,2021-06-01
1784,31091,669299.6699999999,2021-06-01
1785,31092,781673.49,2021-06-01
1786,31101,5442529.56,2021-06-01
1787,31103,2203849.05,2021-06-01
1788,31104,1477803.5,2021-06-01
1789,31110,1363291.76,2021-06-01
1790,31120,2712814.56,2021-06-01
1791,31130,6236600.72,2021-06-01
1792,31140,307683.79,2021-06-01
1793,31150,1618736.91,2021-06-01
1794,31160,1086845.45,2021-06-01
1795,31170,778457.09,2021-06-01
1796,31180,5743353.3,2021-06-01
1797,31191,826334.13,2021-06-01
1798,31192,1594596.0,2021-06-01
1799,31193,1679191.41,2021-06-01
1800,31200,1999536.53,2021-06-01
1801,31210,566742.28,2021-06-01
1802,31220,326874.88,2021-06-01
1803,31230,3119561.4,2021-06-01
1804,31240,1737529.64,2021-06-01
1805,31250,1987236.53,2021-06-01
1806,31260,1389584.17,2021-06-01
1807,31270,832530.87,2021-06-01
1808,31280,364845.99,2021-06-01
1809,31350,124823.31,2021-06-01
1810,31370,604281.12,2021-06-01
1811,31380,934185.52,2021-06-01
1812,32000,1934896.28,2021-06-01
1813,33000,959792.86,2021-06-01
1814,34000,1465576.69,2021-06-01
1815,35000,466041.25,2021-06-01
1816,36000,275788.19,2021-06-01
1817,37000,476037.96,2021-06-01
1818,38000,243743.31,2021-06-01
1819,39000,379118.85,2021-06-01
1820,11010,18404095.23,2021-07-01
1821,11020,19934062.38,2021-07-01
1822,11030,14996913.92,2021-07-01
1823,11040,16725585.73,2021-07-01
1824,11050,17347325.49,2021-07-01
1825,11060,16351856.75,2021-07-01
1826,11070,14924868.41,2021-07-01
1827,11080,18034348.7,2021-07-01
1828,11090,12716988.07,2021-07-01
1829,11100,11541905.0,2021-07-01
1830,11110,21441976.25,2021-07-01
1831,11120,18163946.01,2021-07-01
1832,11130,16232612.74,2021-07-01
1833,11140,23622704.76,2021-07-01
1834,11150,16335405.27,2021-07-01
1835,11160,25175099.74,2021-07-01
1836,11170,17848543.25,2021-07-01
1837,11180,10791655.01,2021-07-01
1838,11190,25609248.14,2021-07-01
1839,11200,16000034.27,2021-07-01
1840,11210,19387209.3,2021-07-01
1841,11220,32283727.55,2021-07-01
1842,11230,49031347.37,2021-07-01
1843,11240,37437182.5,2021-07-01
1844,11250,23926747.13,2021-07-01
1845,21000,342966.54,2021-07-01
1846,22000,222116.23,2021-07-01
1847,23010,915196.71,2021-07-01
1848,23020,92391.5,2021-07-01
1849,23030,712648.21,2021-07-01
1850,23040,771490.64,2021-07-01
1851,23050,958883.08,2021-07-01
1852,23060,1513122.73,2021-07-01
1853,23070,962777.95,2021-07-01
1854,23080,1660386.98,2021-07-01
1855,23310,272579.86,2021-07-01
1856,23320,41949.0,2021-07-01
1857,24000,166862.28,2021-07-01
1858,25000,429271.57,2021-07-01
1859,26000,75767.25,2021-07-01
1860,29000,179786.45,2021-07-01
1861,31011,582846.23,2021-07-01
1862,31012,610805.72,2021-07-01
1863,31013,485338.78,2021-07-01
1864,31014,971273.19,2021-07-01
1865,31021,2491952.78,2021-07-01
1866,31022,1182936.92,2021-07-01
1867,31023,4011780.81,2021-07-01
1868,31030,3331967.2,2021-07-01
1869,31041,1220839.9,2021-07-01
1870,31042,1718104.37,2021-07-01
1871,31050,5289698.44,2021-07-01
1872,31060,3546300.67,2021-07-01
1873,31070,558379.52,2021-07-01
1874,31080,329639.77,2021-07-01
1875,31091,622686.98,2021-07-01
1876,31092,726704.0,2021-07-01
1877,31101,5193828.66,2021-07-01
1878,31103,2049982.41,2021-07-01
1879,31104,1378686.34,2021-07-01
1880,31110,1198269.81,2021-07-01
1881,31120,2522767.56,2021-07-01
1882,31130,5925856.27,2021-07-01
1883,31140,285344.91,2021-07-01
1884,31150,1532466.93,2021-07-01
1885,31160,1015428.55,2021-07-01
1886,31170,724028.47,2021-07-01
1887,31180,5541820.88,2021-07-01
1888,31191,741124.74,2021-07-01
1889,31192,1470936.38,2021-07-01
1890,31193,1542567.21,2021-07-01
1891,31200,1879515.98,2021-07-01
1892,31210,518575.59,2021-07-01
1893,31220,287758.65,2021-07-01
1894,31230,2967000.27,2021-07-01
1895,31240,1620889.19,2021-07-01
1896,31250,1908671.53,2021-07-01
1897,31260,1339100.19,2021-07-01
1898,31270,822808.51,2021-07-01
1899,31280,337173.63,2021-07-01
1900,31350,120840.52,2021-07-01
1901,31370,634769.51,2021-07-01
1902,31380,957818.77,2021-07-01
1903,32000,2039650.62,2021-07-01
1904,33000,908284.62,2021-07-01
1905,34000,1361136.88,2021-07-01
1906,35000,406843.9,2021-07-01
1907,36000,245568.02,2021-07-01
1908,37000,447823.69,2021-07-01
1909,38000,220678.34,2021-07-01
1910,39000,360923.88,2021-07-01
1911,11010,18020321.17,2021-08-01
1912,11020,18992548.0,2021-08-01
1913,11030,14889516.75,2021-08-01
1914,11040,16480192.39,2021-08-01
1915,11050,17105669.25,2021-08-01
1916,11060,16063015.68,2021-08-01
1917,11070,14671622.98,2021-08-01
1918,11080,17616552.32,2021-08-01
1919,11090,12510690.99,2021-08-01
1920,11100,11377591.31,2021-08-01
1921,11110,21163136.12,2021-08-01
1922,11120,17759852.39,2021-08-01
1923,11130,15850122.59,2021-08-01
1924,11140,23632681.86,2021-08-01
1925,11150,16119742.78,2021-08-01
1926,11160,24592370.07,2021-08-01
1927,11170,17181824.69,2021-08-01
1928,11180,10431317.02,2021-08-01
1929,11190,25263145.69,2021-08-01
1930,11200,15652767.21,2021-08-01
1931,11210,18928714.57,2021-08-01
1932,11220,31547315.89,2021-08-01
1933,11230,48040763.05,2021-08-01
1934,11240,36942673.81,2021-08-01
1935,11250,23468416.56,2021-08-01
1936,21000,345827.67,2021-08-01
1937,22000,236008.65,2021-08-01
1938,23010,1010877.04,2021-08-01
1939,23020,92081.75,2021-08-01
1940,23030,691782.59,2021-08-01
1941,23040,766146.37,2021-08-01
1942,23050,946011.66,2021-08-01
1943,23060,1459706.04,2021-08-01
1944,23070,927226.83,2021-08-01
1945,23080,1613033.62,2021-08-01
1946,23310,330721.08,2021-08-01
1947,23320,53575.64,2021-08-01
1948,24000,181955.83,2021-08-01
1949,25000,435655.56,2021-08-01
1950,26000,85016.54,2021-08-01
1951,29000,181078.69,2021-08-01
1952,31011,561837.5,2021-08-01
1953,31012,593767.98,2021-08-01
1954,31013,475002.77,2021-08-01
1955,31014,933890.15,2021-08-01
1956,31021,2465870.22,2021-08-01
1957,31022,1137340.21,2021-08-01
1958,31023,3892617.12,2021-08-01
1959,31030,3290454.91,2021-08-01
1960,31041,1179765.13,2021-08-01
1961,31042,1651388.61,2021-08-01
1962,31050,5112427.72,2021-08-01
1963,31060,3431648.55,2021-08-01
1964,31070,551239.08,2021-08-01
1965,31080,320234.59,2021-08-01
1966,31091,606219.02,2021-08-01
1967,31092,728870.08,2021-08-01
1968,31101,5140881.22,2021-08-01
1969,31103,2019995.91,2021-08-01
1970,31104,1353477.92,2021-08-01
1971,31110,1214444.21,2021-08-01
1972,31120,2432139.3,2021-08-01
1973,31130,5870181.12,2021-08-01
1974,31140,278143.48,2021-08-01
1975,31150,1498987.6,2021-08-01
1976,31160,975783.15,2021-08-01
1977,31170,716940.29,2021-08-01
1978,31180,5473461.33,2021-08-01
1979,31191,765424.98,2021-08-01
1980,31192,1435198.91,2021-08-01
1981,31193,1517418.44,2021-08-01
1982,31200,1934218.94,2021-08-01
1983,31210,534780.57,2021-08-01
1984,31220,301236.35,2021-08-01
1985,31230,2940957.57,2021-08-01
1986,31240,1641191.99,2021-08-01
1987,31250,1903696.43,2021-08-01
1988,31260,1336873.68,2021-08-01
1989,31270,875798.29,2021-08-01
1990,31280,344491.15,2021-08-01
1991,31350,132093.22,2021-08-01
1992,31370,720771.42,2021-08-01
1993,31380,1014273.08,2021-08-01
1994,32000,2270734.2,2021-08-01
1995,33000,952073.95,2021-08-01
1996,34000,1483548.81,2021-08-01
1997,35000,476552.43,2021-08-01
1998,36000,295753.22,2021-08-01
1999,37000,509772.87,2021-08-01
2000,38000,259114.49,2021-08-01
2001,39000,361360.87,2021-08-01
2002,11010,19060199.42,2021-09-01
2003,11020,19998389.01,2021-09-01
2004,11030,15534205.3,2021-09-01
2005,11040,17256322.92,2021-09-01
2006,11050,18290890.62,2021-09-01
2007,11060,16954308.55,2021-09-01
2008,11070,15585902.18,2021-09-01
2009,11080,18910717.95,2021-09-01
2010,11090,13259619.55,2021-09-01
2011,11100,12235394.11,2021-09-01
2012,11110,22529630.99,2021-09-01
2013,11120,18854887.69,2021-09-01
2014,11130,16720902.72,2021-09-01
2015,11140,24588138.87,2021-09-01
2016,11150,16881005.68,2021-09-01
2017,11160,25791161.23,2021-09-01
2018,11170,17995748.46,2021-09-01
2019,11180,10823940.57,2021-09-01
2020,11190,26375026.38,2021-09-01
2021,11200,16678211.5,2021-09-01
2022,11210,19783984.02,2021-09-01
2023,11220,32175816.68,2021-09-01
2024,11230,48400262.8,2021-09-01
2025,11240,38087287.88,2021-09-01
2026,11250,24722538.36,2021-09-01
2027,21000,358836.48,2021-09-01
2028,22000,261821.96,2021-09-01
2029,23010,1000527.0,2021-09-01
2030,23020,96101.07,2021-09-01
2031,23030,714157.01,2021-09-01
2032,23040,779169.92,2021-09-01
2033,23050,1002597.61,2021-09-01
2034,23060,1502325.87,2021-09-01
2035,23070,951492.69,2021-09-01
2036,23080,1670366.27,2021-09-01
2037,23310,350740.58,2021-09-01
2038,23320,50983.12,2021-09-01
2039,24000,203524.23,2021-09-01
2040,25000,473908.78,2021-09-01
2041,26000,89015.62,2021-09-01
2042,29000,188768.42,2021-09-01
2043,31011,576432.04,2021-09-01
2044,31012,621267.8,2021-09-01
2045,31013,493886.87,2021-09-01
2046,31014,938757.79,2021-09-01
2047,31021,2539784.33,2021-09-01
2048,31022,1162374.32,2021-09-01
2049,31023,3952755.22,2021-09-01
2050,31030,3421624.79,2021-09-01
2051,31041,1201892.64,2021-09-01
2052,31042,1662438.42,2021-09-01
2053,31050,5228563.47,2021-09-01
2054,31060,3438685.26,2021-09-01
2055,31070,581825.46,2021-09-01
2056,31080,332333.32,2021-09-01
2057,31091,629048.82,2021-09-01
2058,31092,758536.09,2021-09-01
2059,31101,5262201.11,2021-09-01
2060,31103,2080081.82,2021-09-01
2061,31104,1387064.38,2021-09-01
2062,31110,1317972.6,2021-09-01
2063,31120,2533250.09,2021-09-01
2064,31130,6071859.08,2021-09-01
2065,31140,290481.04,2021-09-01
2066,31150,1550185.16,2021-09-01
2067,31160,999638.57,2021-09-01
2068,31170,788856.64,2021-09-01
2069,31180,5537454.96,2021-09-01
2070,31191,844609.44,2021-09-01
2071,31192,1478509.44,2021-09-01
2072,31193,1546297.17,2021-09-01
2073,31200,2157792.15,2021-09-01
2074,31210,555194.82,2021-09-01
2075,31220,347479.9,2021-09-01
2076,31230,3057927.43,2021-09-01
2077,31240,1669114.56,2021-09-01
2078,31250,1978366.06,2021-09-01
2079,31260,1405082.6,2021-09-01
2080,31270,881120.6,2021-09-01
2081,31280,369939.21,2021-09-01
2082,31350,159260.45,2021-09-01
2083,31370,588512.83,2021-09-01
2084,31380,969679.7,2021-09-01
2085,32000,1931164.26,2021-09-01
2086,33000,1008469.45,2021-09-01
2087,34000,1601911.22,2021-09-01
2088,35000,522289.83,2021-09-01
2089,36000,319693.34,2021-09-01
2090,37000,564113.4,2021-09-01
2091,38000,275623.72,2021-09-01
2092,39000,324212.3,2021-09-01
2093,11010,20417344.68,2021-12-01
2094,11020,23105455.97,2021-12-01
2095,11030,16500489.8,2021-12-01
2096,11040,18322010.69,2021-12-01
2097,11050,18696289.02,2021-12-01
2098,11060,17498216.68,2021-12-01
2099,11070,15758652.6,2021-12-01
2100,11080,19274831.92,2021-12-01
2101,11090,13273401.32,2021-12-01
2102,11100,12091016.26,2021-12-01
2103,11110,22964214.71,2021-12-01
2104,11120,19150955.7,2021-12-01
2105,11130,17547262.82,2021-12-01
2106,11140,26047646.56,2021-12-01
2107,11150,17246096.12,2021-12-01
2108,11160,26568849.55,2021-12-01
2109,11170,18886933.0,2021-12-01
2110,11180,11468441.11,2021-12-01
2111,11190,28362005.23,2021-12-01
2112,11200,17095650.42,2021-12-01
2113,11210,20621044.21,2021-12-01
2114,11220,34521707.97,2021-12-01
2115,11230,54377286.67,2021-12-01
2116,11240,40336724.13,2021-12-01
2117,11250,25020350.38,2021-12-01
2118,21000,408425.89,2021-12-01
2119,22000,283032.32,2021-12-01
2120,23010,919114.44,2021-12-01
2121,23020,105445.78,2021-12-01
2122,23030,808977.06,2021-12-01
2123,23040,847130.03,2021-12-01
2124,23050,1034100.36,2021-12-01
2125,23060,1627225.03,2021-12-01
2126,23070,1011856.92,2021-12-01
2127,23080,1820977.3,2021-12-01
2128,23310,226535.33,2021-12-01
2129,23320,25562.74,2021-12-01
2130,24000,218088.63,2021-12-01
2131,25000,527779.35,2021-12-01
2132,26000,97768.78,2021-12-01
2133,29000,212391.71,2021-12-01
2134,31011,648961.99,2021-12-01
2135,31012,710756.27,2021-12-01
2136,31013,562955.8,2021-12-01
2137,31014,1032419.7,2021-12-01
2138,31021,2735306.66,2021-12-01
2139,31022,1242285.86,2021-12-01
2140,31023,4370735.11,2021-12-01
2141,31030,3568300.76,2021-12-01
2142,31041,1266166.43,2021-12-01
2143,31042,1879545.95,2021-12-01
2144,31050,5569854.23,2021-12-01
2145,31060,3602530.85,2021-12-01
2146,31070,627475.32,2021-12-01
2147,31080,315428.21,2021-12-01
2148,31091,673400.95,2021-12-01
2149,31092,783578.6799999999,2021-12-01
2150,31101,5281339.3,2021-12-01
2151,31103,2199056.33,2021-12-01
2152,31104,1503553.63,2021-12-01
2153,31110,1325105.96,2021-12-01
2154,31120,2607034.59,2021-12-01
2155,31130,6076563.48,2021-12-01
2156,31140,313804.52,2021-12-01
2157,31150,1592275.06,2021-12-01
2158,31160,1109024.43,2021-12-01
2159,31170,789216.25,2021-12-01
2160,31180,5818078.54,2021-12-01
2161,31191,771600.61,2021-12-01
2162,31192,1580457.06,2021-12-01
2163,31193,1698039.49,2021-12-01
2164,31200,1969437.63,2021-12-01
2165,31210,520071.79,2021-12-01
2166,31220,287586.07,2021-12-01
2167,31230,3115263.08,2021-12-01
2168,31240,1738306.92,2021-12-01
2169,31250,1829120.58,2021-12-01
2170,31260,1301788.83,2021-12-01
2171,31270,710883.52,2021-12-01
2172,31280,266809.67,2021-12-01
2173,31350,100538.63,2021-12-01
2174,31370,415863.82,2021-12-01
2175,31380,770037.58,2021-12-01
2176,32000,1735878.15,2021-12-01
2177,33000,891068.41,2021-12-01
2178,34000,1380995.48,2021-12-01
2179,35000,457503.18,2021-12-01
2180,36000,280243.42,2021-12-01
2181,37000,483903.48,2021-12-01
2182,38000,257923.08,2021-12-01
2183,39000,367267.09,2021-12-01
2184,11010,19247657.57,2022-01-01
2185,11020,20764102.23,2022-01-01
2186,11030,15477150.45,2022-01-01
2187,11040,17171683.72,2022-01-01
2188,11050,17813211.38,2022-01-01
2189,11060,16758578.44,2022-01-01
2190,11070,15141151.41,2022-01-01
2191,11080,18134446.21,2022-01-01
2192,11090,12638200.91,2022-01-01
2193,11100,11700384.2,2022-01-01
2194,11110,21820594.15,2022-01-01
2195,11120,18532595.08,2022-01-01
2196,11130,16474377.66,2022-01-01
2197,11140,24658057.28,2022-01-01
2198,11150,16723038.52,2022-01-01
2199,11160,25554972.79,2022-01-01
2200,11170,18085175.43,2022-01-01
2201,11180,10806117.92,2022-01-01
2202,11190,27108228.23,2022-01-01
2203,11200,16390345.87,2022-01-01
2204,11210,19726509.41,2022-01-01
2205,11220,32826231.21,2022-01-01
2206,11230,51582941.37,2022-01-01
2207,11240,38855576.36,2022-01-01
2208,11250,23850804.44,2022-01-01
2209,21000,409677.85,2022-01-01
2210,22000,276175.9,2022-01-01
2211,23010,943154.74,2022-01-01
2212,23020,99288.63,2022-01-01
2213,23030,775518.5,2022-01-01
2214,23040,822162.97,2022-01-01
2215,23050,1002929.46,2022-01-01
2216,23060,1569787.86,2022-01-01
2217,23070,964363.11,2022-01-01
2218,23080,1762364.18,2022-01-01
2219,23310,259556.39,2022-01-01
2220,23320,26458.83,2022-01-01
2221,24000,216703.17,2022-01-01
2222,25000,513500.36,2022-01-01
2223,26000,97181.0,2022-01-01
2224,29000,204741.81,2022-01-01
2225,31011,622332.37,2022-01-01
2226,31012,692248.79,2022-01-01
2227,31013,543010.82,2022-01-01
2228,31014,986160.2,2022-01-01
2229,31021,2627168.6,2022-01-01
2230,31022,1174474.39,2022-01-01
2231,31023,4206861.86,2022-01-01
2232,31030,3437581.16,2022-01-01
2233,31041,1214329.21,2022-01-01
2234,31042,1817458.61,2022-01-01
2235,31050,5364006.07,2022-01-01
2236,31060,3517027.15,2022-01-01
2237,31070,599349.57,2022-01-01
2238,31080,311116.48,2022-01-01
2239,31091,650269.18,2022-01-01
2240,31092,766875.22,2022-01-01
2241,31101,5167576.62,2022-01-01
2242,31103,2122423.39,2022-01-01
2243,31104,1429677.0,2022-01-01
2244,31110,1348559.66,2022-01-01
2245,31120,2521498.27,2022-01-01
2246,31130,5917475.35,2022-01-01
2247,31140,312137.1,2022-01-01
2248,31150,1525752.43,2022-01-01
2249,31160,1062902.16,2022-01-01
2250,31170,765390.84,2022-01-01
2251,31180,5693219.39,2022-01-01
2252,31191,731961.97,2022-01-01
2253,31192,1536425.87,2022-01-01
2254,31193,1656151.84,2022-01-01
2255,31200,1994335.95,2022-01-01
2256,31210,523581.43,2022-01-01
2257,31220,280544.18,2022-01-01
2258,31230,3060575.88,2022-01-01
2259,31240,1694293.72,2022-01-01
2260,31250,1842100.74,2022-01-01
2261,31260,1287821.96,2022-01-01
2262,31270,740096.56,2022-01-01
2263,31280,253177.85,2022-01-01
2264,31350,99990.29,2022-01-01
2265,31370,412332.57,2022-01-01
2266,31380,786485.01,2022-01-01
2267,32000,1998427.67,2022-01-01
2268,33000,881090.61,2022-01-01
2269,34000,1380361.03,2022-01-01
2270,35000,470748.31,2022-01-01
2271,36000,282517.2,2022-01-01
2272,37000,498133.17,2022-01-01
2273,38000,270133.18,2022-01-01
2274,39000,385565.26,2022-01-01
2275,11010,16576011.19,2022-02-01
2276,11020,17497202.32,2022-02-01
2277,11030,13295226.32,2022-02-01
2278,11040,14811245.98,2022-02-01
2279,11050,15508120.73,2022-02-01
2280,11060,14495703.59,2022-02-01
2281,11070,13226762.03,2022-02-01
2282,11080,15794076.37,2022-02-01
2283,11090,11108339.75,2022-02-01
2284,11100,10099335.05,2022-02-01
2285,11110,18992737.02,2022-02-01
2286,11120,16229087.51,2022-02-01
2287,11130,14438759.79,2022-02-01
2288,11140,21201838.01,2022-02-01
2289,11150,14419330.23,2022-02-01
2290,11160,22115304.37,2022-02-01
2291,11170,15608732.78,2022-02-01
2292,11180,9150919.33,2022-02-01
2293,11190,23009681.27,2022-02-01
2294,11200,14176419.51,2022-02-01
2295,11210,17292570.97,2022-02-01
2296,11220,27880652.86,2022-02-01
2297,11230,44031778.57,2022-02-01
2298,11240,33196279.13,2022-02-01
2299,11250,20491750.03,2022-02-01
2300,21000,400274.82,2022-02-01
